AREA_KM2,CD_MUN,SIGLA,time,NM_MUN,t2m,t2m_min,t2m_max
312.353,2304400,CE,2/8/01,Fortaleza,27.68456,25.5663,30.89785
312.353,2304400,CE,2/9/01,Fortaleza,26.64465,24.50274,28.09493
312.353,2304400,CE,2/10/01,Fortaleza,27.24227,25.5314,29.6198
312.353,2304400,CE,2/11/01,Fortaleza,26.56768,25.84933,28.2807
312.353,2304400,CE,2/12/01,Fortaleza,26.42272,24.95535,27.62237
312.353,2304400,CE,2/13/01,Fortaleza,26.38214,24.42916,28.33056
312.353,2304400,CE,2/14/01,Fortaleza,27.52596,25.6112,29.7707
312.353,2304400,CE,2/15/01,Fortaleza,27.4132,25.05135,29.25448
312.353,2304400,CE,2/16/01,Fortaleza,27.59857,25.393,30.2794
312.353,2304400,CE,2/17/01,Fortaleza,27.39117,25.04638,29.37667
312.353,2304400,CE,2/18/01,Fortaleza,27.1338,25.60122,28.07995
312.353,2304400,CE,2/19/01,Fortaleza,27.65182,25.7633,29.9178
312.353,2304400,CE,2/20/01,Fortaleza,26.88052,24.72592,28.54254
312.353,2304400,CE,2/21/01,Fortaleza,27.2473,24.68978,29.6485
312.353,2304400,CE,2/22/01,Fortaleza,27.96218,26.14236,30.20458
312.353,2304400,CE,2/23/01,Fortaleza,26.8051,24.62493,28.18594
312.353,2304400,CE,2/24/01,Fortaleza,27.62066,25.9416,29.87667
312.353,2304400,CE,2/25/01,Fortaleza,27.3788,25.88424,29.32058
312.353,2304400,CE,2/26/01,Fortaleza,27.24377,25.9067,29.12606
312.353,2304400,CE,2/27/01,Fortaleza,27.14843,24.98028,30.0238
312.353,2304400,CE,2/28/01,Fortaleza,26.38976,24.59875,27.76574
312.353,2304400,CE,3/1/01,Fortaleza,26.4458,24.48278,29.1111
312.353,2304400,CE,3/2/01,Fortaleza,27.05898,24.79202,29.8268
312.353,2304400,CE,3/3/01,Fortaleza,27.53808,25.24587,29.62356
312.353,2304400,CE,3/4/01,Fortaleza,27.94702,25.82314,30.8031
312.353,2304400,CE,3/5/01,Fortaleza,27.7187,25.8618,30.0986
312.353,2304400,CE,3/6/01,Fortaleza,27.57052,25.499,29.96768
312.353,2304400,CE,3/7/01,Fortaleza,27.34622,25.52392,28.80187
312.353,2304400,CE,3/8/01,Fortaleza,26.8415,25.26705,28.1872
312.353,2304400,CE,3/9/01,Fortaleza,26.24316,24.1,27.80065
312.353,2304400,CE,3/10/01,Fortaleza,26.5346,23.99154,28.94402
312.353,2304400,CE,3/11/01,Fortaleza,26.4969,24.03643,28.72833
312.353,2304400,CE,3/12/01,Fortaleza,26.03112,24.15237,27.40667
312.353,2304400,CE,3/13/01,Fortaleza,26.26183,24.40923,29.06622
312.353,2304400,CE,3/14/01,Fortaleza,26.09173,23.56136,28.59988
312.353,2304400,CE,3/15/01,Fortaleza,25.33676,23.79205,26.7371
312.353,2304400,CE,3/16/01,Fortaleza,26.85156,23.61123,29.98016
312.353,2304400,CE,3/17/01,Fortaleza,26.99474,25.03765,28.64352
312.353,2304400,CE,3/18/01,Fortaleza,27.2747,24.898,29.9141
312.353,2304400,CE,3/19/01,Fortaleza,27.37756,24.691,29.99636
312.353,2304400,CE,3/20/01,Fortaleza,27.41833,25.2334,30.16595
312.353,2304400,CE,3/21/01,Fortaleza,27.23205,25.60372,29.37917
312.353,2304400,CE,3/22/01,Fortaleza,26.02856,24.35812,27.12612
312.353,2304400,CE,3/23/01,Fortaleza,26.57357,24.54263,28.72085
312.353,2304400,CE,3/24/01,Fortaleza,27.4867,25.29824,29.42407
312.353,2304400,CE,3/25/01,Fortaleza,26.57873,23.81698,28.72085
312.353,2304400,CE,3/26/01,Fortaleza,27.5319,26.02017,29.47894
312.353,2304400,CE,3/27/01,Fortaleza,27.64517,25.2658,29.56246
312.353,2304400,CE,3/28/01,Fortaleza,26.8861,24.4167,28.7969
312.353,2304400,CE,3/29/01,Fortaleza,26.1579,24.59377,27.8044
312.353,2304400,CE,3/30/01,Fortaleza,26.7797,24.63864,29.28192
312.353,2304400,CE,3/31/01,Fortaleza,26.9016,24.75335,29.3368
312.353,2304400,CE,4/1/01,Fortaleza,26.8115,24.68978,29.31683
312.353,2304400,CE,4/2/01,Fortaleza,26.30865,23.90673,28.27572
312.353,2304400,CE,4/3/01,Fortaleza,25.5276,24.47405,26.53387
312.353,2304400,CE,4/4/01,Fortaleza,26.01327,24.4217,27.68594
312.353,2304400,CE,4/5/01,Fortaleza,27.04327,24.59875,29.50137
312.353,2304400,CE,4/6/01,Fortaleza,27.82034,25.91042,30.27316
312.353,2304400,CE,4/7/01,Fortaleza,26.47326,24.9354,28.1448
312.353,2304400,CE,4/8/01,Fortaleza,26.88885,25.5027,28.91036
312.353,2304400,CE,4/9/01,Fortaleza,26.76086,24.92294,28.53008
312.353,2304400,CE,4/10/01,Fortaleza,26.9474,24.56384,29.35174
312.353,2304400,CE,4/11/01,Fortaleza,25.64593,24.2696,26.98147
312.353,2304400,CE,4/12/01,Fortaleza,26.36697,24.37307,28.7645
312.353,2304400,CE,4/13/01,Fortaleza,26.28423,24.34066,27.49517
312.353,2304400,CE,4/14/01,Fortaleza,25.63748,23.87557,27.57125
312.353,2304400,CE,4/15/01,Fortaleza,25.27044,23.76586,27.5962
312.353,2304400,CE,4/16/01,Fortaleza,25.26705,24.26333,26.54882
312.353,2304400,CE,4/17/01,Fortaleza,25.8051,23.87182,28.1473
312.353,2304400,CE,4/18/01,Fortaleza,26.34023,24.04016,28.3343
312.353,2304400,CE,4/19/01,Fortaleza,25.6948,24.58004,27.4615
312.353,2304400,CE,4/20/01,Fortaleza,25.7863,24.0227,27.33184
312.353,2304400,CE,4/21/01,Fortaleza,25.65106,24.39053,27.0301
312.353,2304400,CE,4/22/01,Fortaleza,25.99883,23.90673,28.26824
312.353,2304400,CE,4/23/01,Fortaleza,27.05755,24.46533,29.7021
312.353,2304400,CE,4/24/01,Fortaleza,27.42166,24.90173,30.09487
312.353,2304400,CE,4/25/01,Fortaleza,26.74938,25.76956,27.969
312.353,2304400,CE,4/26/01,Fortaleza,27.06155,24.74713,30.34423
312.353,2304400,CE,4/27/01,Fortaleza,26.76354,24.6985,28.58743
312.353,2304400,CE,4/28/01,Fortaleza,25.2977,24.23715,26.48025
312.353,2304400,CE,4/29/01,Fortaleza,26.1209,24.32818,28.58367
312.353,2304400,CE,4/30/01,Fortaleza,26.82134,24.36807,29.80935
312.353,2304400,CE,5/1/01,Fortaleza,26.9644,25.34686,28.72207
312.353,2304400,CE,5/2/01,Fortaleza,27.1044,25.3319,29.09738
312.353,2304400,CE,5/3/01,Fortaleza,27.07018,25.03765,29.35424
312.353,2304400,CE,5/4/01,Fortaleza,27.52093,25.67355,29.36672
312.353,2304400,CE,5/5/01,Fortaleza,26.95397,24.5576,28.7383
312.353,2304400,CE,5/6/01,Fortaleza,26.78823,24.67233,27.95776
312.353,2304400,CE,5/7/01,Fortaleza,27.36083,25.8007,29.15475
312.353,2304400,CE,5/8/01,Fortaleza,27.4429,25.36306,30.03628
312.353,2304400,CE,5/9/01,Fortaleza,27.13445,25.44537,28.954
312.353,2304400,CE,5/10/01,Fortaleza,27.1751,25.58,28.65725
312.353,2304400,CE,5/11/01,Fortaleza,27.38555,25.4865,29.4141
312.353,2304400,CE,5/12/01,Fortaleza,27.25414,25.40795,28.7782
312.353,2304400,CE,5/13/01,Fortaleza,27.294,25.04885,29.20587
312.353,2304400,CE,5/14/01,Fortaleza,27.47405,25.99523,29.0176
312.353,2304400,CE,5/15/01,Fortaleza,27.50427,25.85058,29.7769
312.353,2304400,CE,5/16/01,Fortaleza,27.42895,25.40298,29.86172
312.353,2304400,CE,5/17/01,Fortaleza,27.405,25.18102,29.8567
312.353,2304400,CE,5/18/01,Fortaleza,27.40313,25.787,29.93154
312.353,2304400,CE,5/19/01,Fortaleza,27.25585,26.05755,28.72958
312.353,2304400,CE,5/20/01,Fortaleza,27.21658,25.66854,28.8954
312.353,2304400,CE,5/21/01,Fortaleza,26.93575,24.80822,29.4141
312.353,2304400,CE,5/22/01,Fortaleza,27.2172,24.80947,29.61733
312.353,2304400,CE,5/23/01,Fortaleza,27.46777,25.79946,30.27566
312.353,2304400,CE,5/24/01,Fortaleza,26.64642,24.60748,28.77322
312.353,2304400,CE,5/25/01,Fortaleza,26.02,24.52767,27.91912
312.353,2304400,CE,5/26/01,Fortaleza,26.38793,24.15487,28.9939
312.353,2304400,CE,5/27/01,Fortaleza,27.1495,25.53265,29.545
312.353,2304400,CE,5/28/01,Fortaleza,27.13204,24.76583,29.4328
312.353,2304400,CE,5/29/01,Fortaleza,27.15145,25.57754,28.6423
312.353,2304400,CE,5/30/01,Fortaleza,27.30346,25.61492,29.59612
312.353,2304400,CE,5/31/01,Fortaleza,26.79992,25.2808,28.39166
312.353,2304400,CE,6/1/01,Fortaleza,26.3063,24.36184,28.21087
312.353,2304400,CE,6/2/01,Fortaleza,26.09542,24.11373,28.4191
312.353,2304400,CE,6/3/01,Fortaleza,26.55755,24.53515,28.9939
312.353,2304400,CE,6/4/01,Fortaleza,26.16137,24.46035,28.2433
312.353,2304400,CE,6/5/01,Fortaleza,25.32543,24.36685,26.47027
312.353,2304400,CE,6/6/01,Fortaleza,26.22067,24.85436,28.29443
312.353,2304400,CE,6/7/01,Fortaleza,26.145,23.94665,28.24954
312.353,2304400,CE,6/8/01,Fortaleza,25.83495,23.81945,27.83932
312.353,2304400,CE,6/9/01,Fortaleza,26.7247,24.7384,28.61486
312.353,2304400,CE,6/10/01,Fortaleza,26.8721,25.00024,29.61108
312.353,2304400,CE,6/11/01,Fortaleza,26.68444,25.1274,28.8268
312.353,2304400,CE,6/12/01,Fortaleza,26.46823,24.40798,29.03506
312.353,2304400,CE,6/13/01,Fortaleza,26.1795,24.38305,27.72958
312.353,2304400,CE,6/14/01,Fortaleza,25.88183,23.68856,28.09493
312.353,2304400,CE,6/15/01,Fortaleza,26.3501,24.22842,29.34927
312.353,2304400,CE,6/16/01,Fortaleza,26.59927,24.7122,29.14602
312.353,2304400,CE,6/17/01,Fortaleza,25.70794,24.35186,26.42413
312.353,2304400,CE,6/18/01,Fortaleza,27.45196,24.91793,31.4078
312.353,2304400,CE,6/19/01,Fortaleza,27.06777,24.95785,29.57495
312.353,2304400,CE,6/20/01,Fortaleza,26.2506,24.31072,27.08123
312.353,2304400,CE,6/21/01,Fortaleza,25.94702,23.79702,29.14352
312.353,2304400,CE,6/22/01,Fortaleza,26.66882,24.71597,28.99514
312.353,2304400,CE,6/23/01,Fortaleza,26.07696,24.2621,29.16845
312.353,2304400,CE,6/24/01,Fortaleza,26.54427,24.20974,29.74325
312.353,2304400,CE,6/25/01,Fortaleza,26.75256,24.47405,29.89663
312.353,2304400,CE,6/26/01,Fortaleza,27.4483,25.00646,30.44897
312.353,2304400,CE,6/27/01,Fortaleza,26.4502,23.6237,28.57995
312.353,2304400,CE,6/28/01,Fortaleza,25.8037,23.8419,27.78073
312.353,2304400,CE,6/29/01,Fortaleza,26.4054,24.8207,29.36794
312.353,2304400,CE,6/30/01,Fortaleza,26.48843,24.72344,28.71835
312.353,2304400,CE,7/1/01,Fortaleza,25.87847,23.38555,28.5625
312.353,2304400,CE,7/2/01,Fortaleza,26.3252,24.44415,28.7495
312.353,2304400,CE,7/3/01,Fortaleza,26.49322,24.43914,28.74825
312.353,2304400,CE,7/4/01,Fortaleza,25.52783,23.711,27.43035
312.353,2304400,CE,7/5/01,Fortaleza,26.4986,24.73715,29.52007
312.353,2304400,CE,7/6/01,Fortaleza,26.51318,24.6586,28.50015
312.353,2304400,CE,7/7/01,Fortaleza,26.15624,24.19726,28.4091
312.353,2304400,CE,7/8/01,Fortaleza,26.31048,23.94164,29.2333
312.353,2304400,CE,7/9/01,Fortaleza,26.75598,24.3818,29.89037
312.353,2304400,CE,7/10/01,Fortaleza,26.66046,24.63864,29.41534
312.353,2304400,CE,7/11/01,Fortaleza,26.56585,24.35687,29.2333
312.353,2304400,CE,7/12/01,Fortaleza,26.4267,24.39178,28.42907
312.353,2304400,CE,7/13/01,Fortaleza,26.20587,24.24713,28.17596
312.353,2304400,CE,7/14/01,Fortaleza,26.0915,23.9803,29.5238
312.353,2304400,CE,7/15/01,Fortaleza,26.4505,24.504,29.64477
312.353,2304400,CE,7/16/01,Fortaleza,26.53857,24.29202,29.31933
312.353,2304400,CE,7/17/01,Fortaleza,26.48086,24.09503,28.8904
312.353,2304400,CE,7/18/01,Fortaleza,26.58834,24.893,29.20336
312.353,2304400,CE,7/19/01,Fortaleza,26.52096,24.76083,28.8418
312.353,2304400,CE,7/20/01,Fortaleza,25.4974,23.79205,27.6074
312.353,2304400,CE,7/21/01,Fortaleza,25.63497,23.6499,27.87298
312.353,2304400,CE,7/22/01,Fortaleza,26.16314,24.58254,29.00262
312.353,2304400,CE,7/23/01,Fortaleza,26.41088,24.2197,29.84548
312.353,2304400,CE,7/24/01,Fortaleza,26.88772,24.31695,30.7931
312.353,2304400,CE,7/25/01,Fortaleza,26.8132,24.32943,30.16094
312.353,2304400,CE,7/26/01,Fortaleza,26.98974,24.6424,30.75073
312.353,2304400,CE,7/27/01,Fortaleza,26.75393,24.4304,30.43527
312.353,2304400,CE,7/28/01,Fortaleza,26.5609,24.10375,30.04748
312.353,2304400,CE,7/29/01,Fortaleza,26.7588,24.39425,30.92153
312.353,2304400,CE,7/30/01,Fortaleza,27.11053,24.7359,31.01254
312.353,2304400,CE,7/31/01,Fortaleza,26.77844,24.49526,29.68716
312.353,2304400,CE,8/1/01,Fortaleza,26.63,23.8394,30.01632
312.353,2304400,CE,8/2/01,Fortaleza,26.67413,23.6711,30.52877
312.353,2304400,CE,8/3/01,Fortaleza,26.14645,24.196,28.40038
312.353,2304400,CE,8/4/01,Fortaleza,26.27175,23.94164,30.26818
312.353,2304400,CE,8/5/01,Fortaleza,26.41436,23.43295,30.05496
312.353,2304400,CE,8/6/01,Fortaleza,26.61724,23.93044,30.41033
312.353,2304400,CE,8/7/01,Fortaleza,26.57864,23.95162,29.9465
312.353,2304400,CE,8/8/01,Fortaleza,26.30563,23.78082,30.0375
312.353,2304400,CE,8/9/01,Fortaleza,26.37676,23.47408,30.09985
312.353,2304400,CE,8/10/01,Fortaleza,26.55096,23.78082,30.24325
312.353,2304400,CE,8/11/01,Fortaleza,26.6378,24.14614,30.55245
312.353,2304400,CE,8/12/01,Fortaleza,26.292,24.0863,29.57992
312.353,2304400,CE,8/13/01,Fortaleza,26.36645,23.9479,29.8218
312.353,2304400,CE,8/14/01,Fortaleza,26.45574,23.67608,30.14102
312.353,2304400,CE,8/15/01,Fortaleza,26.51025,24.43292,28.84677
312.353,2304400,CE,8/16/01,Fortaleza,26.59033,24.0389,29.63604
312.353,2304400,CE,8/17/01,Fortaleza,26.67388,24.13992,30.34548
312.353,2304400,CE,8/18/01,Fortaleza,26.7157,23.73593,30.52627
312.353,2304400,CE,8/19/01,Fortaleza,26.71755,24.37432,29.73702
312.353,2304400,CE,8/20/01,Fortaleza,26.7851,24.3469,29.9178
312.353,2304400,CE,8/21/01,Fortaleza,26.79452,24.59377,30.34176
312.353,2304400,CE,8/22/01,Fortaleza,26.60272,24.33816,30.01757
312.353,2304400,CE,8/23/01,Fortaleza,26.77252,24.37182,30.55746
312.353,2304400,CE,8/24/01,Fortaleza,26.92632,24.2222,30.78314
312.353,2304400,CE,8/25/01,Fortaleza,26.68694,24.4803,30.0587
312.353,2304400,CE,8/26/01,Fortaleza,26.4545,24.51522,28.84304
312.353,2304400,CE,8/27/01,Fortaleza,26.8561,24.53765,30.24822
312.353,2304400,CE,8/28/01,Fortaleza,27.05245,25.00396,29.77194
312.353,2304400,CE,8/29/01,Fortaleza,26.65573,24.72344,29.53378
312.353,2304400,CE,8/30/01,Fortaleza,26.7472,24.32943,29.95522
312.353,2304400,CE,8/31/01,Fortaleza,26.70336,23.98156,29.95397
312.353,2304400,CE,9/1/01,Fortaleza,26.62496,24.14865,30.0076
312.353,2304400,CE,9/2/01,Fortaleza,26.57,24.38802,29.54876
312.353,2304400,CE,9/3/01,Fortaleza,26.37335,24.51522,29.04003
312.353,2304400,CE,9/4/01,Fortaleza,26.39224,24.40798,29.4515
312.353,2304400,CE,9/5/01,Fortaleza,26.37145,24.57256,28.7919
312.353,2304400,CE,9/6/01,Fortaleza,26.46044,24.35812,29.82928
312.353,2304400,CE,9/7/01,Fortaleza,26.37756,24.4429,29.39663
312.353,2304400,CE,9/8/01,Fortaleza,26.50616,24.43167,29.09365
312.353,2304400,CE,9/9/01,Fortaleza,26.71002,24.90298,29.8081
312.353,2304400,CE,9/10/01,Fortaleza,26.56213,25.0314,29.03506
312.353,2304400,CE,9/11/01,Fortaleza,26.70855,24.91668,29.0151
312.353,2304400,CE,9/12/01,Fortaleza,26.44515,25.00396,28.16723
312.353,2304400,CE,9/13/01,Fortaleza,26.36535,24.46658,29.31185
312.353,2304400,CE,9/14/01,Fortaleza,26.7422,24.88302,29.9228
312.353,2304400,CE,9/15/01,Fortaleza,26.90222,24.893,30.2894
312.353,2304400,CE,9/16/01,Fortaleza,27.02746,25.24462,30.53625
312.353,2304400,CE,9/17/01,Fortaleza,26.94805,25.2521,29.646
312.353,2304400,CE,9/18/01,Fortaleza,26.84356,24.97778,29.1398
312.353,2304400,CE,9/19/01,Fortaleza,26.87997,24.9304,29.38293
312.353,2304400,CE,9/20/01,Fortaleza,26.99044,24.9117,30.49136
312.353,2304400,CE,9/21/01,Fortaleza,26.7679,24.5713,29.843
312.353,2304400,CE,9/22/01,Fortaleza,26.6375,24.66235,29.39663
312.353,2304400,CE,9/23/01,Fortaleza,26.4654,24.65362,28.8904
312.353,2304400,CE,9/24/01,Fortaleza,26.5611,24.5227,29.06747
312.353,2304400,CE,9/25/01,Fortaleza,26.43966,25.2334,28.49017
312.353,2304400,CE,9/26/01,Fortaleza,26.5854,24.96533,29.25573
312.353,2304400,CE,9/27/01,Fortaleza,26.4725,24.76956,28.81933
312.353,2304400,CE,9/28/01,Fortaleza,26.5745,25.12493,29.06997
312.353,2304400,CE,9/29/01,Fortaleza,26.85378,24.73217,29.9889
312.353,2304400,CE,9/30/01,Fortaleza,26.9922,25.17605,29.7769
312.353,2304400,CE,10/1/01,Fortaleza,26.83624,25.0077,29.742
312.353,2304400,CE,10/2/01,Fortaleza,26.8231,24.80447,29.2046
312.353,2304400,CE,10/3/01,Fortaleza,26.81207,24.88552,29.52258
312.353,2304400,CE,10/4/01,Fortaleza,26.74273,25.08502,29.30935
312.353,2304400,CE,10/5/01,Fortaleza,26.819,25.10372,29.51632
312.353,2304400,CE,10/6/01,Fortaleza,26.9503,25.28826,29.59487
312.353,2304400,CE,10/7/01,Fortaleza,26.77978,25.15984,29.53005
312.353,2304400,CE,10/8/01,Fortaleza,26.9077,25.03015,29.79562
312.353,2304400,CE,10/9/01,Fortaleza,26.9811,25.24587,29.10363
312.353,2304400,CE,10/10/01,Fortaleza,26.87658,24.98153,28.92907
312.353,2304400,CE,10/11/01,Fortaleza,26.8032,25.4229,29.03753
312.353,2304400,CE,10/12/01,Fortaleza,26.77508,25.36306,28.5949
312.353,2304400,CE,10/13/01,Fortaleza,26.9579,25.2708,29.46148
312.353,2304400,CE,10/14/01,Fortaleza,26.80456,25.12615,29.37667
312.353,2304400,CE,10/15/01,Fortaleza,26.68713,25.2047,28.64977
312.353,2304400,CE,10/16/01,Fortaleza,26.89614,25.41543,29.02007
312.353,2304400,CE,10/17/01,Fortaleza,27.1967,25.50646,29.651
312.353,2304400,CE,10/18/01,Fortaleza,27.33285,25.52764,29.73202
312.353,2304400,CE,10/19/01,Fortaleza,27.35546,25.40545,30.2931
312.353,2304400,CE,10/20/01,Fortaleza,27.24194,25.52017,29.3879
312.353,2304400,CE,10/21/01,Fortaleza,27.28958,25.09875,29.7769
312.353,2304400,CE,10/22/01,Fortaleza,27.39245,25.48525,30.2071
312.353,2304400,CE,10/23/01,Fortaleza,27.52502,25.95657,29.65225
312.353,2304400,CE,10/24/01,Fortaleza,27.45928,25.7147,29.79437
312.353,2304400,CE,10/25/01,Fortaleza,27.29223,25.70345,29.8567
312.353,2304400,CE,10/26/01,Fortaleza,26.83312,25.45535,28.93032
312.353,2304400,CE,10/27/01,Fortaleza,27.0349,25.68975,28.86797
312.353,2304400,CE,10/28/01,Fortaleza,27.24908,25.29946,29.73202
312.353,2304400,CE,10/29/01,Fortaleza,27.3003,25.87927,29.2894
312.353,2304400,CE,10/30/01,Fortaleza,26.97665,24.76708,29.08865
312.353,2304400,CE,10/31/01,Fortaleza,27.26113,25.5738,29.9153
312.353,2304400,CE,11/1/01,Fortaleza,27.33734,25.77203,30.23577
312.353,2304400,CE,11/2/01,Fortaleza,27.37322,25.83688,29.97393
312.353,2304400,CE,11/3/01,Fortaleza,27.3611,25.9466,29.30187
312.353,2304400,CE,11/4/01,Fortaleza,27.47164,25.83312,30.04873
312.353,2304400,CE,11/5/01,Fortaleza,27.34185,25.76956,29.22082
312.353,2304400,CE,11/6/01,Fortaleza,27.12518,25.89422,29.3368
312.353,2304400,CE,11/7/01,Fortaleza,26.94802,25.72466,28.4054
312.353,2304400,CE,11/8/01,Fortaleza,27.283,25.25335,29.64352
312.353,2304400,CE,11/9/01,Fortaleza,27.16003,25.22717,29.70336
312.353,2304400,CE,11/10/01,Fortaleza,27.01806,25.22592,29.91906
312.353,2304400,CE,11/11/01,Fortaleza,27.3285,25.60995,29.79937
312.353,2304400,CE,11/12/01,Fortaleza,27.4203,26.02764,29.64477
312.353,2304400,CE,11/13/01,Fortaleza,27.29162,25.8643,29.51757
312.353,2304400,CE,11/14/01,Fortaleza,27.3243,25.7658,29.6298
312.353,2304400,CE,11/15/01,Fortaleza,27.2008,25.57876,29.68716
312.353,2304400,CE,11/16/01,Fortaleza,27.4337,25.85183,29.48016
312.353,2304400,CE,11/17/01,Fortaleza,27.7841,25.92416,30.09487
312.353,2304400,CE,11/18/01,Fortaleza,27.69006,25.8755,30.4739
312.353,2304400,CE,11/19/01,Fortaleza,27.54897,25.8718,30.1647
312.353,2304400,CE,11/20/01,Fortaleza,27.19128,25.84686,28.86547
312.353,2304400,CE,11/21/01,Fortaleza,27.35534,25.85058,29.31683
312.353,2304400,CE,11/22/01,Fortaleza,27.15197,25.68475,29.56622
312.353,2304400,CE,11/23/01,Fortaleza,27.3134,25.61617,29.30935
312.353,2304400,CE,11/24/01,Fortaleza,27.12875,25.7209,29.28567
312.353,2304400,CE,11/25/01,Fortaleza,27.54528,26.0139,29.91033
312.353,2304400,CE,11/26/01,Fortaleza,26.76626,24.706,28.63854
312.353,2304400,CE,11/27/01,Fortaleza,26.90457,25.07504,29.4203
312.353,2304400,CE,11/28/01,Fortaleza,26.94372,25.63238,28.67095
312.353,2304400,CE,11/29/01,Fortaleza,27.63436,25.86056,29.81683
312.353,2304400,CE,11/30/01,Fortaleza,26.88693,24.67605,28.9216
312.353,2304400,CE,12/1/01,Fortaleza,27.2008,25.18102,29.23702
312.353,2304400,CE,12/2/01,Fortaleza,27.2666,25.3319,28.85052
312.353,2304400,CE,12/3/01,Fortaleza,27.31075,25.4254,29.19714
312.353,2304400,CE,12/4/01,Fortaleza,27.4579,25.82192,29.28692
312.353,2304400,CE,12/5/01,Fortaleza,27.4898,26.186,29.40786
312.353,2304400,CE,12/6/01,Fortaleza,27.5169,25.44662,29.01882
312.353,2304400,CE,12/7/01,Fortaleza,27.41482,25.19225,29.24453
312.353,2304400,CE,12/8/01,Fortaleza,27.221,25.17605,29.93527
312.353,2304400,CE,12/9/01,Fortaleza,26.80633,25.00024,29.0525
312.353,2304400,CE,12/10/01,Fortaleza,27.20916,25.48153,28.85177
312.353,2304400,CE,12/11/01,Fortaleza,26.94976,24.67355,28.9515
312.353,2304400,CE,12/12/01,Fortaleza,27.09203,25.67727,28.48644
312.353,2304400,CE,12/13/01,Fortaleza,27.36718,25.57504,29.41534
312.353,2304400,CE,12/14/01,Fortaleza,27.20867,24.91296,29.37045
312.353,2304400,CE,12/15/01,Fortaleza,26.95934,25.02267,29.04876
312.353,2304400,CE,12/16/01,Fortaleza,26.59683,24.51895,28.80187
312.353,2304400,CE,12/17/01,Fortaleza,26.82665,25.02392,28.58868
312.353,2304400,CE,12/18/01,Fortaleza,27.30276,25.63113,29.30563
312.353,2304400,CE,12/19/01,Fortaleza,27.29458,25.7658,29.14602
312.353,2304400,CE,12/20/01,Fortaleza,27.6218,25.8107,29.37667
312.353,2304400,CE,12/21/01,Fortaleza,27.59457,25.31445,29.7071
312.353,2304400,CE,12/22/01,Fortaleza,27.5357,25.7234,29.2757
312.353,2304400,CE,12/23/01,Fortaleza,27.6477,26.12115,29.4914
